DiagnosisCode,Description,AutoReject,ICDType,MinorClaims
R296,"Tendency to fall, not elsewhere classified",N,10,Y
R31,Unspecified haematuria,N,10,Y
R418,Other and unspecified symptoms and signs involving cognitive functions and awareness,N,10,N
R509,"Fever, unspecified",N,10,Y
R51,Headache,N,10,Y
R798,Other specified abnormal findings of blood chemistry,N,10,N
R933,Abnormal findings on diagnostic imaging of other parts of digestive tract,N,10,N
R935,"Abnormal findings on diagnostic imaging of other abdominal regions, including retroperitoneum",N,10,N
S011,Open wound of eyelid and periocular area,N,10,Y
S022,Fracture of nasal bones,N,10,Y
S065,Traumatic subdural haemorrhage,Y,10,N
S099,Unspecified injury of head,N,10,N
S324,Fracture of acetabulum,N,10,Y
S407,Multiple superficial injuries of shoulder and upper arm,N,10,Y
S422,Fracture of upper end of humerus,N,10,Y
S5200,"Fracture of upper end of ulna, part unspecified",N,10,Y
S5221,Fracture of proximal shaft of ulna with dislocation of head of radius,N,10,Y
S534,Sprain and strain of elbow,N,10,Y
S548,Injury of other nerves at forearm level,N,10,N
S6231,Fracture of base of other metacarpal bone(s),N,10,Y
S7211,Fracture of intertrochanteric section of femur,N,10,Y
S724,Fracture of lower end of femur,N,10,Y
S760,Injury of muscle and tendon of hip,N,10,Y
S801,Contusion of other and unspecified parts of lower leg,N,10,Y
S810,Open wound of knee,N,10,Y
S826,Fracture of lateral malleolus,N,10,Y
S8282,"Trimalleolar fracture, ankle",N,10,Y
S8288,Fracture of other parts of lower leg,N,10,Y
T173,Foreign body in larynx,N,10,Y
T189,"Foreign body in alimentary tract, part unspecified",N,10,Y
T812,"Accidental puncture and laceration during a procedure, not elsewhere classified",Y,10,N
T828,"Other complications of cardiac and vascular prosthetic devices, implants and grafts",Y,10,N
T8571,Infection and inflammatory reaction due to peritoneal dialysis catheter,Y,10,N
Z098,Follow-up examination after other treatment for other conditions,Y,10,N
Z33,"Pregnant state, incidental",Y,10,N
Z370,Single live birth,Y,10,N
Z411,Other plastic surgery for unacceptable cosmetic appearance,Y,10,N
Z470,Follow-up care involving removal of fracture plate and other internal fixation device,N,10,N
Z490,Preparatory care for dialysis,Y,10,N
Z720,"Tobacco use, current",Y,10,N
Z8643,Personal history of tobacco use disorder,Y,10,N
Z911,Personal history of noncompliance with medical treatment and regimen,Y,10,N
Z940,Kidney transplant status,Y,10,N
